id,title,label
politifact15014,BREAKING: First NFL Team Declares Bankruptcy Over Kneeling Thugs,1
politifact15156,Court Orders Obama To Pay $400 Million In Restitution,1
politifact14745,UPDATE: Second Roy Moore Accuser Works For Michelle Obama Right NOW -,1
politifact14355,Oscar Pistorius Attempts To Commit Suicide,1
politifact15371,Trump Votes For Death Penalty For Being Gay,1
politifact14404,Putin says: ‘Pope Francis Is Not A Man Of God’ | Must-See !!,1
politifact13919,New York Man Wanted For Infecting 240 Men And Women With HIV!!!,1
politifact14795,Saudi Arabia to Behead 6 School Girls for Being With Their Male Friends Without Parents or a Guardian,1
politifact14328,Malia Obama Fired From Cushy Internship At Spanish Embassy,1
politifact13775,Target to Discontinue Sale of Holy Bible,1
politifact14678,Youngest World Leader Bans George Soros’s Foundations From Austria,1
politifact14394,BREAKING: Hillary Clinton Has Third Heart Attack-Docs Says She ‘Won’t Survive’,1
politifact14376,"Barack Obama Tweets SICK Attack On John McCain, Says He Should Have Died",1
politifact14233,President Trump Underscores US-Jamaica Relations,1
politifact14890,Actress Sandra Bullock to Hillary Clinton if You Don't Like Our President You Can Leave and Never Come Back Again You Are One Jealous Woman Who Ls Nothing to Compare With Trump I Hope He Will Arrest Y,1
politifact14356,Gretchen Carlson: “The 2nd Amendment Was Written Before Guns Were Invented”,1
politifact14776,"Pope Francis At Mass: ‘Jesus Is Metaphorical, Not Literal’",1
politifact15355,Black Men Arrested In Philadelphia Starbucks Settle For $2 Million,1
politifact14664,ICE Detainer Issued for Suspected Wine Country Arsonist in Sonoma Jail,1
politifact15178,Former presidents walk fine line in Trump’s America,1
politifact15052,"Inside the Snapchat bloodbath: 60 minutes of terror which left 17 dead, bodies in classrooms and kids 'full of blood'",1
politifact15309,BREAKING: Nancy Pelosi To Resign After New Revelations – NRTOnline,1
politifact15267,"Donald Trump inauguration: Artists who won't perform at ceremony include Elton John, Celine Dion and John Legend",1
politifact13836,BREAKING: Leaked Picture Of Obama Being Dragged Before A Judge In Handcuffs For Wiretapping Trump,1
politifact15553,Clinton Campaign official arrested by FBI on child rape/trafficking charges,1
politifact14755,"DONALD TRAIN NEWS: BREAKING: Rosa Parks’ Granddaughter SLAMS Racist Democrats, Endorses Trump",1
politifact13806,"NRA President Jim Porter Falsely Accused of Saying, “It’s Only A Matter Of Time Before We Can Own Colored People Again”",1
politifact15164,Biden raises possibility of 2020 presidential bid,1
politifact14388,"NYC: PHYSICIAN and Wife Jump To Death…Leave Kids Behind Because They “Can’t Afford The Health Care” Only Hours After McCain, Murkowski, Collins and EVERY Democrat Voted To Keep Obamacare -",1
politifact14742,Snapchat is shutting down!,1
politifact14544,Rice told investigators why she unmasked Trump aides,1
politifact13677,BREAKING: Meryl Streep Just Got Fired From A Major Project For Lying About Trump -,1
politifact15280,Clinton Email: We Must Destroy Syria For Israel,1
politifact14310,CNN host Fareed Zakaria calls for jihad rape of white women,1
politifact15130,Could Trump Win The Nobel Peace Prize? Peace in Korean Peninsula Would Be Significant Foreign Policy Achievement,1
politifact14694,UPDATE: Hillary Clinton Leaves The Country As Mueller Indictment Is Announced,1
politifact14863,BREAKING: Illegal Muslim From Iran Arrested For Starting California Wildfire,1
politifact15004,"NFL Lawyer, Who Claimed Super Bowl Is ‘Rigged’, Found Dead",1
politifact13773,"Japanese Whaling Crew Eaten Alive By Killer Whales, 16 dead",1
politifact14258,Barrels removed from Clinton property contain parts from 3 missing women.,1
politifact14235,"Liberal Women Hate Me Because Of My “Striking Beauty And Intellect”, Says Kellyanne Conway",1
politifact15251,Buzz Aldrin ‘passes UFO lie detector test leaving experts convinced that he encountered alien life’,1
politifact14940,Full text: Jeff Flake on Trump speech transcript,1
politifact13687,Mike Pence: “Allowing Rape Victims To Have Abortions Will Lead To Women Trying To Get Raped”,1
politifact14305,"Paul Ryan: “22 Million Americans Choose To Be Poor, So It’s Their Own Problem If They Can’t Afford To Be Healthy”",1
politifact15367,Pope Francis: Gun Owners 'Can’t Call Themselves Christian' Anymore,1
politifact14862,About Mayor Bhalla,1
politifact13949,Neon Nettle,1
politifact15591,Broward County Sheriff Fired For Lying About Parkland,1
politifact13887,Tom Price: “It’s Better For Our Budget If Cancer Patients Die More Quickly”,1
politifact15262,Breaking: Greitens Accuser Admits Photo Session May Have Been A “Dream”,1
politifact15525,Obama Administration Kept Illegal Mexican Kids In Detention Camps As “Experiment”,1
politifact13589,Pope Francis To Followers: “Koran And Holy Bible Are The Same”,1
politifact14005,United Airlines Flight Attendant Slaps Crying Baby During Flight,1
politifact15271,"CIA Release Documents Of Moon, Moon Has More Than 250 Million Citizens",1
politifact13565,How Donald Trump Lost the 'War on Christmas',1
politifact15354,Thousands killed as Israel Drops Tactical Nuclear Bomb On Syria,1
politifact14426,Man charged with murder after driving into anti-far-right protesters in Charlottesville,1
politifact14565,BREAKING: Fox Sports Cancels ALL NFL Broadcasts ‘Until Players Respect The Flag’,1
politifact14548,The Legislative Process,1
politifact14564,Head Of NFL Fines Steeler Teammates $1 MILLION Each!,1
politifact14386,Debbie Wasserman Schultz Aide Arrested Trying to Flee the Country,1
politifact14879,BREAKING: Sasha Obama Just Crashed Her Expensive New Car Into A Lake,1
politifact13515,Sid Miller,1
politifact13982,"Kasich: “If A Woman Is Not Intelligent Enough To Keep Her Legs Closed, How Can We Entrust The Abortion Decision To Her?”",1
politifact14222,Democrat Maxine Waters Has Shown Up To Only 10% Of Congressional Meetings For 35 YEARS,1
politifact13745,GOP Official Who Says America Needs ?Another 9/11? Shares _______________ With Trump,1
politifact14954,82-Year-Old Who Killed A Muslim In Self-Defense Gets The Death Penalty,1
politifact14211,DEA Just Raided A United States Senator,1
politifact15331,"CNN Shocks America, FIRES ‘Journalist’ Who Made Fun Of Sarah Sanders’ Face",1
politifact15492,Trump’s DHS Secretary Confirms They Are Preparing To Arrest Sanctuary City Leaders,1
politifact14567,Twelve More Hurricanes Headed Towards US,1
politifact14700,CALIFORNIA DEMOCRAT MAXINE WATERS CHARGED ON 3 COUNTS. DO YOU SUPPORT THIS?,1
politifact15287,"BREAKING: British Intelligence Seizes Clinton Foundation Warehouse, $400 Million In Cash – NRTOnline",1
politifact15386,"OFFICIAL: Rudy Giuliani Officially Resigns, Trump’s Legal Team on Its Last Leg",1
politifact15109,Michelle Obama Just Received LIFE-SHATTERING News From The Doctor,1
politifact13905,SPECIAL REPORT: GEORGIA BECOMES FIRST STATE TO BAN MUSLIM CULTURE IN HISTORIC MOVE TO RESTORE WESTERN VALUES!,1
politifact14506,Tens of Thousands Of Scientists Declare Climate Change A Hoax,1
politifact13038,The numbers don't lie... - Occupy Democrats,1
politifact14052,Donald Trump to issue an executive order to ban Facebook across US,1
politifact14693,"The hacked emails at the center of Mueller’s Russia investigation, explained",1
politifact14123,JUST IN: Barack Obama ARRESTED in a Japanese Drug Bust,1
politifact15631,Lisa Page Squeals: DNC Server Was Not Hacked By Russia,1
politifact14205,"Bin Laden is “Alive and well in the Bahamas”, says Edward Snowden",1
politifact15205,Robert Redford Says: Michelle And Barack Obama Should Get Five Years In Prison,1
politifact15138,Delta Ticket 2017,1
politifact14514,Breaking: Mar-A-Lago Destroyed By Irma-Jared Kushner Still Missing,1
politifact15625,Puerto Rico Mayor Facing Fraud Charges Over $3M In Federal Disaster Relief,1
politifact15263,Dying 78 Year Old CIA Agent Admits To Killing Marilyn Monroe,1
politifact14126,Breaking News: FBI Uncovers Evidence That 62 Million Trump Voters are All Russian Agents,1
politifact14837, If You Are Using This Toothpaste… Throw It Away Immediately Nov 28,1
politifact15623,"Queen Elizabeth Says: “Muslim Refugees Are Dividing Nationality, I Fully Agree With Donald Trump We Should…”(VIDEO)",1
politifact15256,Account Suspended,1
politifact13765,McCain Blamed For Sabotaging Trump,1
politifact14624,Create a Prank and trick your friends,1
politifact14155,"BOMBSHELL: COMEY KNEW MURDERED DNC STAFFER, SETH RICH, WAS WIKILEAKS SOURCE & COVERED IT UP FOR HILLARY",1
politifact14769,American News is under construction,1
politifact15129,"Actress Jennifer Aniston: “Me and All The Trump Supporter Celebrities Decide To Make A Company Named “Celebrities For Trump”, Which Fight Against All Anti Trump Celebrities, I Think President Trump Ne",1
politifact14896,"Police Officers, Firefighters and Others Get Hit with Tax Penalty",1
politifact13827,Whoopi Goldberg: Navy SEAL Widow was “Looking for Attention”,1
politifact13784,Starbucks Just Placed Trump’s Photo on Floor so Every Customer have to Step On It….,1
politifact15031,Food Stamp Enrollment Drops by Four Million in One Month,1
politifact14306,Obama Goes To G20 Summit,1
politifact15049,Melania Trump Hired Exorcist To ‘Cleanse White House Of Obama Demons’,1
politifact13744,URGENT: proposed law would charge protesters with terrorism,1
politifact14991,"Fact-Check: No, Fall River, Massachusetts, Was Not ‘Built by Immigrants’",1
politifact15626,Clint Eastwood Leaves His Estate To The Trump 2020 Campaign,1
politifact15429,"Actor Brad Pitt: 'Trump Is Not My President, We Have No Future With This...'",1
politifact13955,Police Find 19 White Female Bodies In Freezers With “Black Lives Matter” Carved Into Skin,1
politifact14836,"BREAKING: Trump fires Deputy Attorney General Rod Rosenstein, raising questions over Mueller’s fate",1
politifact14128,JEFFERSON DAVIS STATUE TO BE REPLACED WITH OBAMA LIKENESS,1
politifact13771,John Hagee Calls For “Prosecuting Women Who Say God’s Name During Intercourse”,1
politifact14601,The Kardashians donate whopping sum to Las Vegas mass shooting victims,1
politifact13924,Colorado Rockies Baseball Team To Sell Marijuana Brownies At Their Concession Stands,1
politifact15482,"MITT ROMNEY: ‘TRUMP HAS SOME VERY SERIOUS EMOTIONAL PROBLEMS, HE MUST RESIGN BEFORE WE…’",1
politifact15108,BREAKING: Trump Removes Muslim Federal Judge For Trying To Implement Sharia Law In America,1
politifact13936,BREAKING: Autopsy Results From Vince Foster’s Exhumed Body–Cause Of Death To Be Changed,1
politifact13747,"Bill Gates: “I think Donald Trump will go down to history as one of the greatest presidents, just like Reagan.”",1
politifact15161,"Florida Bridge Collapse, Female Company",1
politifact14644,HRC Caught On Tape Laughing About Irma Wiping Out All Of Those Florida Hillbillies,1
politifact14859,Alabama State Police Arrest 3 Poll Workers In Birmingham,1
politifact14904,HOLLYWOOD CELEBS: WE WILL GO ON ‘TOTAL STRIKE’ IF TRUMP DOES NOT RESIGN,1
politifact14832,BREAKING: Roy Moore’s Accuser Arrested And Charged With Falsification,1
politifact14327,White House Chef Quits Because Trump Has Only Eaten Fast Food For 6 Months,1
politifact14135,112-Year-Old Voters in North Carolina?,1
politifact13468,Denzel Washington hit by Facebook fake news story on Trump,1
politifact14148,NASA Will Pay You 18000 USD To Stay In Bed And Smoke Weed For 70 Straight Days,1
politifact13929,BREAKING: Nancy Pelosi Was Just Taken From Her Office In Handcuffs,1
politifact14286,Paul Ryan: “Donald Trump Plans To Resign From Office Within The Next 30 Days”,1
politifact14754,LISTEN: Curious Robocall Seeks 'Damaging' Information on Moore,1
politifact15475,"National Guard Storms Mexico Border, Makes Game-Changing Impact In Just 30 Days",1
politifact13544,BREAKING: Florida Moves For FULL RECOUNT Of State Over Massive Voter Fraud (DETAILS),1
politifact15494,BREAKING: Shep Smith To Be Canned Because He Can’t Control His Hate For Donald Trump,1
politifact14309,"3,000-Pound Great White Shark Captured in Great Lakes",1
politifact14605,Wife of Las Vegas massacre victim: ‘He saved my life and lost his’,1
politifact14008,BREAKING: MALIA OBAMA EXPELLED FROM HARVARD,1
politifact14301,Bachmann: “White People Have Suffered More In The Last 8 Years Than Blacks Did During Couple Years Of Slavery”,1
politifact13853,Babysitter on Crystal Meth Eats 3-Month-Old Baby,1
politifact14831,Contact Support,1
politifact15418,JUST IN: John Kerry Facing Prison,1
politifact14062,JUST IN: Sarah Palin In A Coma After Hit And Run,1
politifact15048,Trump Declares Globalist Soros As “National Security Threat”…Using Obama’s 2014 Executive Order,1
politifact15327,Delta targeted in online free airline ticket scam,1
politifact15360,Melania Just Hit Donald Trump With Shocking Announcement He Never Saw Coming,1
politifact14161,"OBAMA CANCELED IT, TRUMP REINSTATED IT – A VERY SACRED DAY IS BACK",1
politifact13913,UsPostman.com is for sale (Us Postman),1
politifact14259,Bumble Bee Foods charged after man cooked with tuna,1
politifact14839,Morgue employee cremated by mistake while taking a nap,1
politifact15419,Hillary Clinton Furious At ‘Special Gift’ Melania Trump Sent Her From Her Hospital Bed,1
politifact13807,Stephen Bannon: “Nobody Can Blame You For Beating Your Wife If It’s Out Of Love”,1
politifact15187,"A fake photo of Emma González went viral on the far right, where Parkland teens are villains",1
politifact13731,Information for the Nation,1
politifact13608,majorthoughts.com,1
politifact14021,Trump on Revamping the Military: We’re Bringing Back the Draft,1
politifact15579,US Representatives Promise Implement Of UN Gun-Control Plans,1
politifact15342,Bill Gates’ Former Doctor Says Billionaire ‘Refused To Vaccinate His Children’,1
politifact14960,"Haiti Official Getting Ready To Testify Against Clinton Foundation Corruption NEXT WEEK, Found DEAD With “Gunshot to the head”",1
politifact14835,Facebook Picks Sides in Alabama Senate Race=> Shuts Down Gateway Pundit and Breitbart Reports on Discredited Allred Accuser,1
politifact14238,Cannibals Arrested in Florida Claim Eating Human Flesh Cures Diabetes and Depression,1
politifact15207,Laguna Beach Antifa 22m David Hogg Didn't Attend Parkland High School I Went to School With Him at Redondo Shores High School in California and He Graduated in 2015 Here He Is in Our Yearbook From 201,1
politifact14498,Lady Gaga on Twitter,1
politifact14492,American News is under construction,1
politifact15100,Kushner And Wife Ivanka Trump Were Tossed Out Of The White House — And Donald Is Cutting Them Out Of His Will!,1
politifact13484,Thinking about writing in a candidate on Election Day? Read this before you do.,1
politifact14164,Trump Gives Chaffetz The Thumbs Up For Investigating Hillary Clinton’s Email Server,1
politifact15224,Obama Secretly Flees US – Leaves Stunning Evidence Behind,1
politifact14187,BREAKING: Monica Lewinsky Found Dead In Roslindale,1
politifact14297,BREAKING: The Democrat James Comey Has Been Having An Affair With Was JUST REVEALED! (DETAILS),1
politifact15655,"ABC News Joins Obama In Ban Of American Flag Lapel Pins, Here’s What You Need To Know",1
politifact14311,10 Things You Didn't Know About Nancy Pelosi,1
politifact13591,"Mom applies a remedy to her baby, moments later he dies. Be careful with this, moms!",1
politifact14500,Clinton Foundations Sends Water To Houston For $7 A Bottle,1
politifact14597,"Flight Crew Takes A Knee And Walks Off, Leaving New Orleans Saints Stranded On Runway",1
politifact14481,Floyd Mayweather Jr. Donates a Whopping Sum of Money to Houston After Hurricane – What You Missed,1
politifact13931,"New Star Wars Movie Filming Near Rosenberg, Texas, Large Number of Extras Needed – WBN 12 News",1
politifact14856,Chuck Schumers Steamy Affair With A High School Cheerleader Confirmed,1
politifact14811,"Tennessee GOP Twitter taken down, after Tweet exposing Pelosi involved in Pedophilia",1
politifact15189,"80% of black men in Atlanta are Homosexuals, study says",1
politifact14718,Texas church shooter was a militant atheist,1
politifact15512,Pope Calls for World Wide Gun Confiscation Except for the UN,1
politifact14454,BREAKING: Barcelona Terrorist Has A Cousin In The US Named Barack,1
politifact13912,BREAKING: President Trump Just Told Paul Ryan ‘You’re Fired’,1
politifact13703,“HIV VIRUS” Found In Walmart Bananas After 10 Year Old Boy Agreements The Infection,1
politifact15564,Senate Democrats Demand Supreme Court Nominee Not Be Unduly Influenced By U.S. Constitution,1
politifact15217,Application for ‘March For Our Lives’ permit was made months before Parkland school shooting,1
politifact14777,412 Michigan Muslims Arrested In Fed’s ‘LARGEST BUST IN U.S. HISTORY’,1
politifact14876,"BOOM: Roy Moore Takes The Military Vote, Pulls Ahead By 5K Votes",1
politifact14878,Julia Roberts Claims ‘Michelle Obama Isn’t Fit to Clean Melania’s Toilet’,1
politifact14814,New Jersey Police Chief Says Black People ‘Have No Value’ And Should All Be Executed,1
politifact14273,State Of Minnesota Has Just Handed Over FULL CONTROL To Muslims So They Can Take Down ‘Infidels’,1
politifact14112,BREAKING: Clinton Foundation Cargo Ship Raided At Port Of Baltimore Reveals Sick Secret,1
politifact15137,Miley Cyrus: 'Donald Trump Is a F--king Nightmare',1
politifact14085,BREAKING: Bill O’Reilly In Critical Condition After Being Attacked By ‘Tolerant’ Liberals,1
politifact13593,"Bill Murray Had This to Say About Rochester, New Hampshire Residents – News Daily 12",1
politifact14207,Keanu Reeves Shook The World With Another POWERFUL Message,1
politifact13934,BREAKING: KEN STARR’S PLANE JUST DISAPPEARED ON HIS WAY TO DC TO TESTIFY AGAINST HILLARY,1
politifact14043,TRUMP WANTS TO DEPORT AMERICAN INDIANS TO INDIA,1
politifact14265,BREAKING: Johnny Depp Taken Into Custody By Secret Service,1
politifact14384,"Peter Strzok, FBI Agent in Texting Scandal, Will Testify Before Congress",1
politifact14190,Trump Removing Marines From the Navy,1
politifact14949,Mueller Will Be Forced To Resign Over Pelosi Affair,1
politifact14145,DONALD TRUMP PRAISES COLONEL SANDERS FOR HIS SERVICE IN THE CIVIL WAR Manny Schewitz O 2 Days Ago Off the Wire Speaking to Our Intern Dave Robicheaux Who Is Paid in Facebook Likes Trump Insisted Col H,1
politifact15159,Charleston Shooter Dylann Roof Moved to Death Row in Terre Haute Federal Prison,1
politifact14888,Trump Vows to End Winter Heating Assistance for Elderly and Disabled – Our Voice,1
politifact14737,BREAKING: Supreme Court Issues Its First Bench Warrant Ever,1
politifact14095,Clinton Foundation Largest Unprosecuted Charity Fraud in History-Charles Ortel,1
politifact15584,You are being redirected...,1
politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",1
politifact14818,FBI uncovered Russian bribery plot before Obama administration approved controversial nuclear deal with Moscow,1
politifact15206,NASA Has Just Confirmed Earth Has A New Moon,1
politifact14534,"The pro-Russia, pro-weed, pro-Assange GOP congressman who will be tough to beat",1
politifact15097,Target Recalls Water Absorbing Toys Due to Serious Ingestion Hazard,1
politifact14733,UPDATE: Malia Obama Among 10 Arrested In Racist Antifa Attack,1
politifact14727,UF requests to cancel Rivalry game against FSU,1
politifact14595,Las Vegas Shooting Witnesses Report Multiple Gunmen Dressed as Security Guards Oct 3 2017,1
politifact13978,alternativemediasyndicate.com,1
politifact14543,BREAKING: US comedian Kevin Hart in critical condition after gory car crash,1
politifact15501,TRUMP APPROVAL RATING Better than Obama and Reagan at Same Point in their Presidencies,1
politifact14026,Fox News Sandra Smith: “Everybody Could See From The United Airlines Passenger’s Behavior That He Was Not A Genuine American”,1
politifact13893,flashnewscorner.com,1
politifact14756,"DNC’s Donna Brazile Dedicated Her Book to ‘Patriot’ Seth Rich, Whose Death Made Her Fear for Her Own Life",1
politifact14285,Manager killed 10 employees at checkers on 183st and 27ave,1
politifact15270,Obama Announces Bid To Become UN Secretary General – Usa News,1
politifact15532,MEXICO’S NEXT PRESIDENT Calls for An Invasion Of The US….,1
politifact15534,NASA ANNOUNCED THAT IT COMMUNICATED WITH FOUR RACES OF ALIENS,1
politifact15191,Ohio student suspended for staying in class during National Walkout Day,1
politifact14490,BREAKING NEWS: Prince William and Harry donates $100 million to Hurricane Harvey Victims,1
politifact14698,Morgan Freeman: ‘Jailing Hillary’ Best Way To ‘Restore Public Faith In Govt’,1
politifact14620,Jason Aldean Gig Canceled After He Sells Out To Liberals On SNL,1
politifact14406,Trump Orders 13 Obama Deep State Operatives Arrested For Treason,1
politifact13973,Inside a Fake News Sausage Factory: ‘This Is All About Income’,1
politifact15409,CNN To Permanently Close Its Doors As Ratings Plunge 30 Percent,1
politifact14395,REPORT: Kim Jong Un Killed In Trump’s Overnight Black Op Attack On North Korea -,1
politifact15123,"Statement from FDA Commissioner Scott Gottlieb, M.D., on FDA’s ongoing efforts to help improve effectiveness of influenza vaccines",1
politifact14040,Eric Trump: It would be 'foolish' for my dad to release tax returns,1
politifact14750,BREAKING! Roy Moore’s Accuser Worked for Democratic Leaders and Is Actively Campaigning for Moore’s Opponent ⋆ Activist Mommy,1
politifact14771,Civil War Erupts In Sweden as Irate Swedes Burn Nine Muslim Refugee Centers to the Ground,1
politifact13467,Mental Images,1
politifact15539,Kurt Russel Just SHOWED Overpaid Celebs It’s Time To Shut Up About Trump – Hits Them Where It Hurts!,1
politifact14932,First Indictment Issued In Russian Bribery Case Tied To Obama-Era Uranium One Deal,1
politifact14188,Trump’s Top Scientist Pick: “Scientists Are Just Dumb Regular People That Think Dinosaurs Existed And The Earth Is Getting Warmer”,1
politifact14993,STUNNING! Democrats BOO and GROAN at Trump Mention of Murder Victims of MS-13 Killers (VIDEO),1
politifact13794,"BREAKING: Trump Just Gave Every WORKING, LEGAL Man Woman And Child In The USA $612 EACH! -",1
politifact15486,Investigators: Anthony Bourdain Was Killed By Clinton Operatives,1
politifact14427, Friendly Fire … Charlottesville Car attacker is antiTrump Antifa supporter,1
politifact15399,BREAKING: 60 People Just Found Dead In Ohio,1
politifact15298,Denzel Washington: With Trump we avoided war with Russia and Orwellian Police State,1
politifact14927,"Oprah Winfrey: The Butler, racism and Obama",1
politifact15241,All Citizens Who Want to Receive Gvt Benefits Must Agree to Be Microchipped in the Near Future,1
politifact15427,USA: Mysterious Nazi submarine from WWII discovered in Great Lakes!,1
politifact13541,BREAKING ObamaLed UN Has Just Made It Official US To Immediately Pay Blacks ‘Reparations’,1
politifact14503,Computer Models Show IRMA Destroying New York City On Sept. 10,1
politifact15604,"NASA Will Pay You $100,000 To Stay In Bed For 60 Days!",1
politifact14471,BREAKING: President Trump Pardons Kim Davis,1
politifact15370,"Last in Queen Elizabeth II's line of corgis dies, says British press",1
politifact15402,And we pay her a salary!.... - Judge Jeanine Pirro has Fans,1
politifact14436,"Whoopi Goldberg Humiliated, Handcuffed And Dragged Out Of The TV Studio",1
politifact15341,BREAKING: CZECH REPUBLIC ARMS CITIZENS – “YOU CAN NOW SHOOT TERRORISTS ON SIGHT”,1
politifact14699,Alabama football Crimson Tide disqualified from national championship,1
politifact14516,"Georgia Mosque KEEPS Hurricane Harvey Donations, Will Send To Syrian Refugees Instead",1
politifact14885,World's most popular candy to be removed from shelves by October 2017!,1
politifact14195,"Scott Baio, Beloved Face Of Conservatism, Dies In Small Plane Crash On His Way To Visit Trump",1
politifact14666,BREAKING: Black Hockey Player FIRED After Raising Fist During National Anthem,1
politifact15416,Attorney General Sessions Statement on Recusal,1
politifact14452,BREAKING: Rosa Parks’ Daughter Praises Trump’s Response to Charlottesville – forfreedomworld,1
politifact14051,Trump warns Russia over Jehovah’s Witnesses ban and urges members to seek asylum in the US,1
politifact15423,BOMBSHELL!! Obama Paid FBI Informant Over $1 MILLION To Do It To Trump! EVEN AFTER THE ELECTION!,1
politifact14794,"Singer Tina Turner: “This Thanksgiving Is The First Time in 8 Years That I am Thankful For Our President, God Bless Him And His Supporters.” Do You Support To Tina ? – American President Donald J. Tru",1
politifact15362,"Democrats go full TYRANNY: Now demand nationwide gun confiscation from law-abiding Americans… at gunpoint, of course",1
politifact15456,"FOX Network Picks Up ‘Roseanne,’ Saying It Has No Problem With Occasional Racism – The Newly Press News Network – POTUS Press Network",1
politifact15146,ICE removal key goal of Democrats in 2020 election,1
politifact13663,Obama Orders Life-Sized Bronze Statute of Himself To Be Permanently Installed in White House,1
politifact13584,Donald Trump Dead From A Fatal HEART ATTACK! — Steemit,1
politifact14587,Vets for Trump Facebook page,1
politifact15540,Red Hen Owner Just Issued Sick Threat To Sarah Sanders After Biz Was Destroyed By Booting Her,1
politifact14243,Libtard Hero Al Franken Forced To Resign In Disgrace,1
politifact14333,Fox News' Shepard Smith: 'Why is it lie after lie after lie?' on Russia meeting,1
politifact15573,Trump Nation,1
politifact13943,Wilmington Regional Film Commission,1
politifact14003,Man Loses His Testicles After Attempting To Smoke Weed Through A Scuba Tank,1
politifact13957,proudleader.com,1
politifact15204,"Emma Gonzalez Bullied School Shooter, Isn’t Sorry; Then Retweets Message Blaming “White Boys’ Entitlement” As Cause Of All School Shootings",1
politifact13501,Lady Gaga Reveals Plan To Cover Her Face Again “Until Trump Gets Fired From Office And I Feel Free Once More”,1
politifact14166,“Gay People Should Wear Specially-Colored Clothes To Warn Straight People”,1
politifact14643,San Juan City Council Votes Unanimously To Impeach Trump-Hating Mayor,1
politifact14841,UPDATE: Van Full Of Illegals Caught Voting At Multiple Alabama Polling Locations,1
politifact15158,BREAKING: Irish superstar Saoirse Ronan dies after on-set accident in St. Lucia,1
politifact13816,Information for the Nation,1
politifact14827,WE CALLED IT! Gloria Allred Accuser **ADMITS** She Tampered With Roy Moore's Yearbook 'Signature' (VIDEO),1
politifact14815,Miss Universe Guayana 2016 arrestada con 2kilos en London Airport😱,1
politifact14236,"Nancy Pelosi Suffers Breakdown, Taken From Capitol Hill On A Stretcher",1
politifact14596,SMOKING GUN=> San Juan Teamsters Didn't Show Up for Work to Distribute Relief Supplies,1
politifact14621,BREAKING: President Trump Signs Executive Order Stripping NFL Of ‘Non-Profit’ Status,1
politifact15046,"Michelle Obama: ‘Florida Shooting Is Clearly Trump’s Fault, These Shootings Are Happening Constantly Since He Became Our President.We Must Protect Our Children From This Tyrant”Do You Support Her?’",1
politifact14469,"First family visits D.C. shelter, highlights homeless veterans’ plight",1
politifact15630,Hillary In Hiding As Police Discover Dead Body Hidden In Huma Abedin’s Dumpster,1
politifact13724, Breaking President Trump makes English the official language of the United States,1
politifact15404,BREAKING: Santa Fe Killer Confesses His Love For Obama,1
politifact13559,Pence: “Michelle Obama Is The Most Vulgar First Lady We’ve Ever Had”,1
politifact14213,‘NASA Confirms’ 15 Days Of Darkness Coming This Month,1
